Gene stable ID,Gene name,NCBI gene ID,Gene stable ID,Gene name
ENSG00000271271,UGT2A2,574537,ENSDARG00000093640,ugt5a2
ENSG00000271271,UGT2A2,574537,ENSDARG00000058048,ugt5e1
ENSG00000167861,HID1,283987,ENSDARG00000100583,hid1b
ENSG00000189280,GJB5,2709,ENSDARG00000075854,cx34.4
ENSG00000007545,CRAMP1,57585,ENSDARG00000079616,cramp1
ENSG00000244187,TMEM141,85014,ENSDARG00000101963,tmem141
ENSG00000175946,KLHL38,340359,ENSDARG00000031383,klhl38a
ENSG00000163960,UBXN7,26043,ENSDARG00000009436,ubxn7
ENSG00000185838,GNB1L,54584,ENSDARG00000036293,gnb1l
ENSG00000107282,APBA1,320,ENSDARG00000074328,apba1b
ENSG00000198513,ATL1,51062,ENSDARG00000060481,atl1
ENSG00000164877,MICALL2,79778,ENSDARG00000102366,micall2a
ENSG00000111796,KLRB1,3820,ENSDARG00000088023,si:dkey-26c10.5
ENSG00000081800,SLC13A1,6561,ENSDARG00000045638,slc13a1
ENSG00000156136,DCK,1633,ENSDARG00000044807,dck
ENSG00000076706,MCAM,4162,ENSDARG00000089643,mcama
ENSG00000204178,MACO1,55219,ENSDARG00000056092,si:dkey-12h9.6
ENSG00000104691,UBXN8,7993,ENSDARG00000098902,ubxn8
ENSG00000172270,BSG,682,ENSDARG00000019881,bsg
ENSG00000108773,KAT2A,2648,ENSDARG00000104734,kat2a
ENSG00000133114,GPALPP1,55425,ENSDARG00000058287,gpalpp1
ENSG00000184985,SORCS2,57537,ENSDARG00000077465,sorcs2
ENSG00000115386,REG1A,5967,ENSDARG00000041248,si:dkey-241l7.6
ENSG00000115386,REG1A,5967,ENSDARG00000088989,si:dkey-241l7.5
ENSG00000115386,REG1A,5967,ENSDARG00000086956,si:dkey-241l7.3
ENSG00000115386,REG1A,5967,ENSDARG00000089478,si:dkey-241l7.4
ENSG00000115386,REG1A,5967,ENSDARG00000105335,si:dkey-241l7.2
ENSG00000162522,KIAA1522,57648,ENSDARG00000061804,si:ch211-194e15.5
ENSG00000156873,PHKG2,5261,ENSDARG00000054208,phkg2
ENSG00000129925,PGAP6,58986,ENSDARG00000032795,pgap6
ENSG00000184381,PLA2G6,8398,ENSDARG00000060921,pla2g6
ENSG00000182208,MOB2,81532,ENSDARG00000023214,mob2a
ENSG00000126217,MCF2L,23263,ENSDARG00000075859,mcf2la
ENSG00000110700,RPS13,6207,ENSDARG00000036298,rps13
ENSG00000100418,DESI1,27351,ENSDARG00000033140,desi1a
ENSG00000131043,AAR2,25980,ENSDARG00000018658,aar2
ENSG00000165629,ATP5F1C,509,ENSDARG00000045514,atp5f1c
ENSG00000198959,TGM2,7052,ENSDARG00000070157,tgm2a
ENSG00000123454,DBH,1621,ENSDARG00000069446,dbh
ENSG00000004864,SLC25A13,10165,ENSDARG00000099353,slc25a13
ENSG00000240344,PPIL3,53938,ENSDARG00000033370,ppil3
ENSG00000184203,PPP1R2,5504,ENSDARG00000054007,ppp1r2
ENSG00000164144,ARFIP1,27236,ENSDARG00000070055,arfip1
ENSG00000214026,MRPL23,6150,ENSDARG00000045696,mrpl23
ENSG00000214026,MRPL23,107987373,ENSDARG00000045696,mrpl23
ENSG00000051180,RAD51,5888,ENSDARG00000041411,rad51
ENSG00000155096,AZIN1,51582,ENSDARG00000035869,azin1b
ENSG00000155096,AZIN1,51582,ENSDARG00000052789,azin1a
ENSG00000090097,PCBP4,57060,ENSDARG00000024276,pcbp4
ENSG00000067113,PLPP1,8611,ENSDARG00000053381,plpp1a
ENSG00000111877,MCM9,254394,ENSDARG00000013528,mcm9
ENSG00000135049,AGTPBP1,23287,ENSDARG00000105214,agtpbp1
ENSG00000123643,SLC36A1,206358,ENSDARG00000075618,slc36a1
ENSG00000103316,CRYM,1428,ENSDARG00000062817,crym
ENSG00000278535,DHRS11,79154,ENSDARG00000046090,dhrs11a
ENSG00000164853,UNCX,340260,ENSDARG00000102976,uncx
ENSG00000164796,CSMD3,114788,ENSDARG00000077905,csmd3a
ENSG00000183091,NEB,4703,ENSDARG00000032630,neb
ENSG00000142039,CCDC97,90324,ENSDARG00000074703,ccdc97
ENSG00000174672,BRSK2,9024,ENSDARG00000077791,brsk2b
ENSG00000178093,TSSK6,83983,ENSDARG00000017994,tssk6
ENSG00000100815,TRIP11,9321,ENSDARG00000078381,trip11
ENSG00000133026,MYH10,4628,ENSDARG00000000103,myh10
ENSG00000151348,EXT2,2132,ENSDARG00000056648,ext2
ENSG00000049618,ARID1B,57492,ENSDARG00000092503,arid1b
ENSG00000038002,AGA,175,ENSDARG00000004889,aga
ENSG00000044446,PHKA2,5256,ENSDARG00000030687,phka2
ENSG00000148408,CACNA1B,774,ENSDARG00000021735,cacna1ba
ENSG00000148408,CACNA1B,774,ENSDARG00000079295,cacna1bb
ENSG00000162390,ACOT11,26027,ENSDARG00000058229,acot11a
ENSG00000162390,ACOT11,26027,ENSDARG00000042122,acot11b
ENSG00000161526,SAP30BP,29115,ENSDARG00000031261,sap30bp
ENSG00000123179,EBPL,84650,ENSDARG00000036636,ebpl
ENSG00000092054,MYH7,4625,ENSDARG00000079782,myh7l
ENSG00000128578,STRIP2,57464,ENSDARG00000059003,strip2
ENSG00000147896,IFNK,56832,ENSDARG00000069012,ifnphi2
ENSG00000130349,MTRES1,51250,ENSDARG00000077614,mtres1
ENSG00000105618,PRPF31,26121,ENSDARG00000095904,prpf31
ENSG00000204291,COL15A1,1306,ENSDARG00000009194,col16a1
ENSG00000095397,WHRN,25861,ENSDARG00000075362,whrna
ENSG00000113240,CLK4,57396,ENSDARG00000089372,clk4a
ENSG00000065882,TBC1D1,23216,ENSDARG00000062081,tbc1d1
ENSG00000147571,CRH,1392,ENSDARG00000027657,crhb
ENSG00000109320,NFKB1,4790,ENSDARG00000105261,nfkb1
ENSG00000163348,PYGO2,90780,ENSDARG00000036772,pygo2
ENSG00000182674,KCNB2,9312,ENSDARG00000088842,KCNB2
ENSG00000008130,NADK,65220,ENSDARG00000006577,nadka
ENSG00000008130,NADK,65220,ENSDARG00000098313,nadka
ENSG00000111144,LTA4H,4048,ENSDARG00000006029,lta4h
ENSG00000143190,POU2F1,5451,ENSDARG00000007996,pou2f1b
ENSG00000180138,CSNK1A1L,122011,ENSDARG00000056659,ttbk1b
ENSG00000180138,CSNK1A1L,122011,ENSDARG00000005670,ttbk2a
ENSG00000180138,CSNK1A1L,122011,ENSDARG00000056019,ttbk1a
ENSG00000165300,SLITRK5,26050,ENSDARG00000074153,slitrk5b
ENSG00000132313,MRPL35,51318,ENSDARG00000070589,mrpl35
ENSG00000100124,ANKRD54,129138,ENSDARG00000055743,ankrd54
ENSG00000278023,RDM1,201299,ENSDARG00000038186,zgc:103564
ENSG00000167780,SOAT2,8435,ENSDARG00000059824,soat2
ENSG00000139687,RB1,5925,ENSDARG00000006782,rb1
ENSG00000244067,GSTA2,2939,ENSDARG00000103019,gstp2
ENSG00000177685,CRACR2B,283229,ENSDARG00000053636,cracr2b
ENSG00000163629,PTPN13,5783,ENSDARG00000103699,ptpn13
ENSG00000248905,FMN1,342184,ENSDARG00000011975,fmn1
ENSG00000248905,FMN1,342184,ENSDARG00000102003,CU695215.3
ENSG00000162944,RFTN2,130132,ENSDARG00000056078,rftn2
ENSG00000104221,BRF2,55290,ENSDARG00000002060,brf2
ENSG00000154001,PPP2R5E,5529,ENSDARG00000015474,ppp2r5ea
ENSG00000243927,MRPS6,64968,ENSDARG00000039543,mrps6
ENSG00000221878,PSG7,5676,ENSDARG00000095048,si:dkey-250k15.7
ENSG00000221878,PSG7,5676,ENSDARG00000079372,si:ch211-264f5.6
ENSG00000118733,OLFM3,118427,ENSDARG00000071493,olfm3a
ENSG00000134318,ROCK2,9475,ENSDARG00000017500,rock2a
ENSG00000173660,UQCRH,7388,ENSDARG00000059128,uqcrh
ENSG00000165646,SLC18A2,6571,ENSDARG00000015110,slc18a2
ENSG00000117500,TMED5,50999,ENSDARG00000008765,tmed5
ENSG00000101222,SPEF1,25876,ENSDARG00000022007,zgc:66426
ENSG00000184408,KCND2,3751,ENSDARG00000074746,kcnd1
ENSG00000073008,PVR,5817,ENSDARG00000087403,si:ch211-214p13.3
ENSG00000073008,PVR,5817,ENSDARG00000041998,zgc:113337
ENSG00000073008,PVR,5817,ENSDARG00000093349,si:ch211-141e20.2
ENSG00000073008,PVR,5817,ENSDARG00000062831,si:ch73-22o12.1
ENSG00000073008,PVR,5817,ENSDARG00000079191,zgc:172122
ENSG00000108384,RAD51C,5889,ENSDARG00000068919,rad51c
ENSG00000175745,NR2F1,7025,ENSDARG00000052695,nr2f1a
ENSG00000163743,RCHY1,25898,ENSDARG00000016710,rchy1
ENSG00000049541,RFC2,5982,ENSDARG00000014274,rfc2
ENSG00000188906,LRRK2,120892,ENSDARG00000006169,lrrk2
ENSG00000132718,SYT11,23208,ENSDARG00000056105,syt11b
ENSG00000147437,GNRH1,2796,ENSDARG00000056214,gnrh3
ENSG00000262814,MRPL12,6182,ENSDARG00000038768,mrpl12
ENSG00000164114,MAP9,79884,ENSDARG00000037276,map9
ENSG00000162591,MEGF6,1953,ENSDARG00000079199,megf6a
ENSG00000137727,ARHGAP20,57569,ENSDARG00000089326,arhgap20
ENSG00000137171,KLC4,89953,ENSDARG00000055965,klc3
ENSG00000154781,CCDC174,51244,ENSDARG00000023858,ccdc174
ENSG00000247077,PGAM5,192111,ENSDARG00000035608,pgam5
ENSG00000136297,MMD2,221938,ENSDARG00000087446,mmd2a
ENSG00000146233,CYP39A1,51302,ENSDARG00000017982,cyp39a1
ENSG00000189308,LIN54,132660,ENSDARG00000063194,lin54
ENSG00000105711,SCN1B,6324,ENSDARG00000070170,si:ch211-225p5.8
ENSG00000117748,RPA2,6118,ENSDARG00000037188,rpa2
ENSG00000129158,SERGEF,26297,ENSDARG00000070986,sergef
ENSG00000126247,CAPNS1,826,ENSDARG00000013804,capns1b
ENSG00000158106,RHPN1,114822,ENSDARG00000052454,rhpn1
ENSG00000275183,LENG9,94059,ENSDARG00000062374,leng9
ENSG00000172638,EFEMP2,30008,ENSDARG00000094324,efemp2a
ENSG00000142615,CELA2A,63036,ENSDARG00000056765,ela2l
ENSG00000167554,ZNF610,162963,ENSDARG00000074453,zfx
ENSG00000160211,G6PD,2539,ENSDARG00000071065,g6pd
ENSG00000116711,PLA2G4A,5321,ENSDARG00000017141,pla2g4ab
ENSG00000163608,NEPRO,25871,ENSDARG00000043566,nepro
ENSG00000198960,ARMCX6,54470,ENSDARG00000062960,armc10
ENSG00000144366,GULP1,51454,ENSDARG00000057833,gulp1b
ENSG00000144366,GULP1,51454,ENSDARG00000001733,gulp1a
ENSG00000285791,AC009879.3,,ENSDARG00000053518,adhfe1
ENSG00000244005,NFS1,9054,ENSDARG00000062237,nfs1
ENSG00000112320,SOBP,55084,ENSDARG00000054253,sobpa
ENSG00000103310,ZP2,7783,ENSDARG00000079034,zpax4
ENSG00000112319,EYA4,2070,ENSDARG00000012397,eya4
ENSG00000101150,TPD52L2,7165,ENSDARG00000013655,tpd52l2b
ENSG00000133019,CHRM3,1131,ENSDARG00000071298,chrm3b
ENSG00000076242,MLH1,4292,ENSDARG00000025948,mlh1
ENSG00000136932,TRMO,51531,ENSDARG00000037245,trmo
ENSG00000198300,PEG3,5178,ENSDARG00000076472,ovol1a
ENSG00000185721,DRG1,4733,ENSDARG00000039345,drg1
ENSG00000198646,NCOA6,23054,ENSDARG00000071272,ncoa6
ENSG00000168890,TMEM150A,129303,ENSDARG00000035184,tmem150ab
ENSG00000160408,ST6GALNAC6,30815,ENSDARG00000036913,st6galnac6
ENSG00000105402,NAPA,8775,ENSDARG00000067605,napaa
ENSG00000105402,NAPA,8775,ENSDARG00000020405,napab
ENSG00000167612,ANKRD33,341405,ENSDARG00000055638,ankrd33aa
ENSG00000125508,SRMS,6725,ENSDARG00000077783,SRMS
ENSG00000203879,GDI1,2664,ENSDARG00000056122,gdi1
ENSG00000104419,NDRG1,10397,ENSDARG00000010420,ndrg1b
ENSG00000185022,MAFF,23764,ENSDARG00000028957,maff
ENSG00000125746,EML2,24139,ENSDARG00000008808,eml2
ENSG00000188886,ASTL,431705,ENSDARG00000070011,hce2l2
ENSG00000183527,PSMG1,8624,ENSDARG00000040620,psmg1
ENSG00000174695,TMEM167A,153339,ENSDARG00000035914,tmem167a
ENSG00000165105,RASEF,158158,ENSDARG00000076250,rasef
ENSG00000156009,MAGEA8,4107,ENSDARG00000058212,ndnl2
ENSG00000162664,ZNF326,284695,ENSDARG00000098348,znf326
ENSG00000188505,NCCRP1,342897,ENSDARG00000035326,nccrp1
ENSG00000088247,KHSRP,8570,ENSDARG00000026489,khsrp
ENSG00000183775,KCTD16,57528,ENSDARG00000004648,kctd16a
ENSG00000183775,KCTD16,57528,ENSDARG00000020102,kctd16b
ENSG00000164049,FBXW12,285231,ENSDARG00000099846,si:ch211-154o6.3
ENSG00000126861,OMG,4974,ENSDARG00000089444,omgb
ENSG00000126861,OMG,101927057,ENSDARG00000089444,omgb
ENSG00000166206,GABRB3,2562,ENSDARG00000023771,gabrb3
ENSG00000008952,SEC62,7095,ENSDARG00000019951,sec62
ENSG00000099282,TSPAN15,23555,ENSDARG00000039455,tspan15
ENSG00000115380,EFEMP1,2202,ENSDARG00000104210,si:ch73-173h19.3
ENSG00000167962,ZNF598,90850,ENSDARG00000014945,znf598
ENSG00000184867,ARMCX2,9823,ENSDARG00000062960,armc10
ENSG00000116747,RO60,6738,ENSDARG00000089225,ro60
ENSG00000261796,ISY1-RAB43,100534599,ENSDARG00000063466,isy1
ENSG00000172057,ORMDL3,94103,ENSDARG00000025555,ormdl3
ENSG00000112592,TBP,6908,ENSDARG00000014994,tbp
ENSG00000100243,CYB5R3,1727,ENSDARG00000005891,cyb5r3
ENSG00000119421,NDUFA8,4702,ENSDARG00000058041,ndufa8
ENSG00000012232,EXTL3,2137,ENSDARG00000026811,extl3
ENSG00000187871,GFRAL,389400,ENSDARG00000089709,gfral
ENSG00000109171,SLAIN2,57606,ENSDARG00000032114,slain2
ENSG00000174225,ARL13A,392509,ENSDARG00000052575,arl13a
ENSG00000130775,THEMIS2,9473,ENSDARG00000058964,themis2
ENSG00000184302,SIX6,4990,ENSDARG00000031316,six6b
ENSG00000067182,TNFRSF1A,7132,ENSDARG00000089868,si:ch211-112c15.8
ENSG00000198087,CD2AP,23607,ENSDARG00000015224,cd2ap
ENSG00000140525,FANCI,55215,ENSDARG00000026224,fanci
ENSG00000128272,ATF4,468,ENSDARG00000038141,atf4b
ENSG00000100029,PES1,23481,ENSDARG00000018902,pes
ENSG00000122335,SERAC1,84947,ENSDARG00000056121,serac1
ENSG00000154380,ENAH,55740,ENSDARG00000032049,enah
ENSG00000138801,PAPSS1,9061,ENSDARG00000057099,papss1
ENSG00000166401,SERPINB8,5271,ENSDARG00000091801,serpinb14
ENSG00000166401,SERPINB8,5271,ENSDARG00000095830,serpinb1l1
ENSG00000166401,SERPINB8,5271,ENSDARG00000057263,zgc:173729
ENSG00000166401,SERPINB8,5271,ENSDARG00000096888,serpinb1l4
ENSG00000198610,AKR1C4,1109,ENSDARG00000035257,akr1a1a
ENSG00000198610,AKR1C4,1109,ENSDARG00000044544,zgc:110782
ENSG00000114520,SNX4,8723,ENSDARG00000022659,snx4
ENSG00000111049,MYF5,4617,ENSDARG00000007277,myf5
ENSG00000089847,ANKRD24,170961,ENSDARG00000062103,ankrd24
ENSG00000172828,CES3,23491,ENSDARG00000101726,ces2b
ENSG00000187391,MAGI2,9863,ENSDARG00000073769,magi2b
ENSG00000136156,ITM2B,9445,ENSDARG00000007098,itm2ba
ENSG00000143514,TP53BP2,7159,ENSDARG00000054858,tp53bp2b
ENSG00000116329,OPRD1,4985,ENSDARG00000037159,oprd1b
ENSG00000081181,ARG2,384,ENSDARG00000039269,arg2
ENSG00000198765,SYCP1,6847,ENSDARG00000003904,sycp1
ENSG00000107863,ARHGAP21,57584,ENSDARG00000104295,arhgap21a
ENSG00000175874,CREG2,200407,ENSDARG00000000666,creg2
ENSG00000165782,PIP4P1,90809,ENSDARG00000026387,pip4p1b
ENSG00000146414,SHPRH,257218,ENSDARG00000075884,shprh
ENSG00000116703,PDC,5132,ENSDARG00000017634,pdcb
ENSG00000196531,NACA,4666,ENSDARG00000005513,naca
ENSG00000028137,TNFRSF1B,7133,ENSDARG00000054968,cd40
ENSG00000028137,TNFRSF1B,7133,ENSDARG00000087804,tnfrsf11a
ENSG00000028137,TNFRSF1B,7133,ENSDARG00000070165,tnfrsf1b
ENSG00000129749,CHRNA10,57053,ENSDARG00000011113,chrna10a
ENSG00000105329,TGFB1,7040,ENSDARG00000034895,tgfb1b
ENSG00000118473,SGIP1,84251,ENSDARG00000101215,sgip1b
ENSG00000164933,SLC25A32,81034,ENSDARG00000026835,slc25a32b
ENSG00000164933,SLC25A32,81034,ENSDARG00000089791,slc25a32a
ENSG00000184992,BRI3BP,140707,ENSDARG00000010108,bri3bp
ENSG00000154358,OBSCN,84033,ENSDARG00000022101,obscnb
ENSG00000164134,NAA15,80155,ENSDARG00000003213,naa15a
ENSG00000140859,KIFC3,3801,ENSDARG00000054978,kifc3
ENSG00000151025,GPR158,57512,ENSDARG00000077134,gpr158a
ENSG00000178467,P4HTM,54681,ENSDARG00000071233,zgc:158254
ENSG00000272047,GTF2H5,404672,ENSDARG00000056099,gtf2h5
ENSG00000182771,GRID1,2894,ENSDARG00000074583,grid1a
ENSG00000182771,GRID1,2894,ENSDARG00000044161,grid1b
ENSG00000186141,POLR3C,10623,ENSDARG00000057562,polr3c
ENSG00000109181,UGT2B10,7365,ENSDARG00000016479,ugt5a1
ENSG00000109181,UGT2B10,7365,ENSDARG00000093640,ugt5a2
ENSG00000109181,UGT2B10,7365,ENSDARG00000058048,ugt5e1
ENSG00000139438,FAM222A,84915,ENSDARG00000087585,si:ch211-242f23.8
ENSG00000072803,FBXW11,23291,ENSDARG00000017230,fbxw11b
ENSG00000083307,GRHL2,79977,ENSDARG00000061974,grhl2b
ENSG00000285880,AC144573.1,,ENSDARG00000053646,adrb3a
ENSG00000140688,C16orf58,64755,ENSDARG00000059919,zgc:162613
ENSG00000102910,LONP2,83752,ENSDARG00000101438,lonp2
ENSG00000151849,CENPJ,55835,ENSDARG00000018121,cenpj
ENSG00000160404,TOR2A,27433,ENSDARG00000100559,tor2a
ENSG00000116032,GRIN3B,116444,ENSDARG00000005364,grin3ba
ENSG00000156345,CDK20,23552,ENSDARG00000003867,cdk20
ENSG00000170852,KBTBD2,25948,ENSDARG00000087226,kbtbd2
ENSG00000186660,ZFP91,80829,ENSDARG00000079631,si:ch211-113e8.10
ENSG00000186462,NAP1L2,4674,ENSDARG00000070560,nap1l4a
ENSG00000186462,NAP1L2,4674,ENSDARG00000005015,tspy
ENSG00000063176,SPHK2,56848,ENSDARG00000069893,sphk2
ENSG00000164118,CEP44,80817,ENSDARG00000053106,cep44
ENSG00000111913,RIPOR2,9750,ENSDARG00000061752,ripor2
ENSG00000100109,TFIP11,24144,ENSDARG00000056932,tfip11
ENSG00000250067,YJEFN3,374887,ENSDARG00000061692,yjefn3
ENSG00000042753,AP2S1,1175,ENSDARG00000026967,ap2s1
ENSG00000165071,TMEM71,137835,ENSDARG00000079784,si:ch211-235o23.1
ENSG00000187134,AKR1C1,1645,ENSDARG00000035257,akr1a1a
ENSG00000187134,AKR1C1,1645,ENSDARG00000044544,zgc:110782
ENSG00000232119,MCTS1,28985,ENSDARG00000025972,mcts1
ENSG00000070614,NDST1,3340,ENSDARG00000062397,ndst1a
ENSG00000112339,HBS1L,10767,ENSDARG00000036778,hbs1l
ENSG00000020426,MNAT1,4331,ENSDARG00000002077,mnat1
ENSG00000102763,VWA8,23078,ENSDARG00000078593,vwa8
ENSG00000107295,SH3GL2,6456,ENSDARG00000023600,sh3gl2a
ENSG00000166928,MS4A14,84689,ENSDARG00000095695,ms4a17a.10
ENSG00000166928,MS4A14,84689,ENSDARG00000098387,tmem176l.3a
ENSG00000166928,MS4A14,84689,ENSDARG00000020548,si:dkey-77f5.10
ENSG00000166928,MS4A14,84689,ENSDARG00000026616,zgc:113425
ENSG00000264813,AC113554.1,,ENSDARG00000079166,ace
ENSG00000152822,GRM1,2911,ENSDARG00000098320,grm1b
ENSG00000152822,GRM1,2911,ENSDARG00000026796,grm1a
ENSG00000111424,VDR,7421,ENSDARG00000070721,vdrb
ENSG00000253148,RGS21,431704,ENSDARG00000028276,si:ch211-196h16.12
ENSG00000160014,CALM3,808,ENSDARG00000034187,calm1b
ENSG00000171448,ZBTB26,57684,ENSDARG00000028949,ZBTB26
ENSG00000177728,TMEM94,9772,ENSDARG00000074506,tmem94
ENSG00000147082,CCNB3,85417,ENSDARG00000034855,ccnb3
ENSG00000059804,SLC2A3,6515,ENSDARG00000070672,slc2a9l1
ENSG00000059804,SLC2A3,6515,ENSDARG00000062873,slc2a11l
ENSG00000103051,COG4,25839,ENSDARG00000054264,cog4
ENSG00000163191,S100A11,6282,ENSDARG00000093628,s100a11
ENSG00000104941,RSPH6A,81492,ENSDARG00000067606,rsph4a
ENSG00000170323,FABP4,2167,ENSDARG00000055893,nmnat1-rbp7a
ENSG00000170323,FABP4,2167,ENSDARG00000091906,rbp7a
ENSG00000167632,TRAPPC9,83696,ENSDARG00000099118,TRAPPC9
ENSG00000167632,TRAPPC9,83696,ENSDARG00000103106,trappc9
ENSG00000119888,EPCAM,4072,ENSDARG00000040534,epcam
ENSG00000010319,SEMA3G,56920,ENSDARG00000007560,sema3bl
ENSG00000168781,PPIP5K1,9677,ENSDARG00000076143,ppip5k1a
ENSG00000168781,PPIP5K1,9677,ENSDARG00000073909,ppip5k1b
ENSG00000091656,ZFHX4,79776,ENSDARG00000075542,zfhx4
ENSG00000146574,CCZ1B,221960,ENSDARG00000056559,ccz1
ENSG00000152377,SPOCK1,6695,ENSDARG00000074644,spock1
ENSG00000280987,MATR3,9782,ENSDARG00000000394,matr3l1.1
ENSG00000101811,CSTF2,1478,ENSDARG00000090788,cstf2
ENSG00000181744,DIPK2A,205428,ENSDARG00000012816,dipk2aa
ENSG00000228716,DHFR,1719,ENSDARG00000004251,dhfr
ENSG00000070193,FGF10,2255,ENSDARG00000030932,fgf10a
ENSG00000147162,OGT,8473,ENSDARG00000099455,ogt.1
ENSG00000147162,OGT,8473,ENSDARG00000105243,ogt.1
ENSG00000118513,MYB,4602,ENSDARG00000053666,myb
ENSG00000206053,JPT2,90861,ENSDARG00000034427,jpt2
ENSG00000115919,KYNU,8942,ENSDARG00000099546,kynu
ENSG00000126231,PROZ,8858,ENSDARG00000076900,prozb
ENSG00000114902,SPCS1,28972,ENSDARG00000059298,spcs1
ENSG00000172824,CES4A,283848,ENSDARG00000102234,si:ch211-71n6.4
ENSG00000172824,CES4A,283848,ENSDARG00000041569,ces2a
ENSG00000172824,CES4A,283848,ENSDARG00000041595,ces3
ENSG00000107438,PDLIM1,9124,ENSDARG00000019845,pdlim1
ENSG00000183067,IGSF5,150084,ENSDARG00000018065,ntm
ENSG00000054796,SPO11,23626,ENSDARG00000013837,spo11
ENSG00000144591,GMPPA,29926,ENSDARG00000023498,gmppab
ENSG00000159352,PSMD4,5710,ENSDARG00000104952,PSMD4
ENSG00000159352,PSMD4,5710,ENSDARG00000101295,psmd4a
ENSG00000101188,NTSR1,4923,ENSDARG00000077577,ntsr1
ENSG00000140386,SCAPER,49855,ENSDARG00000023104,scaper
ENSG00000197734,C14orf178,,ENSDARG00000079945,pjvk
ENSG00000037474,NSUN2,54888,ENSDARG00000056665,nsun2
ENSG00000177692,DNAJC28,54943,ENSDARG00000018181,dnajc28
ENSG00000105270,CLIP3,25999,ENSDARG00000054456,clip3
ENSG00000125823,CSTL1,128817,ENSDARG00000074425,si:busm1-57f23.1
ENSG00000137806,NDUFAF1,51103,ENSDARG00000025549,ndufaf1
ENSG00000154127,UBASH3B,84959,ENSDARG00000077399,ubash3bb
ENSG00000173535,TNFRSF10C,8794,ENSDARG00000054968,cd40
ENSG00000173535,TNFRSF10C,8794,ENSDARG00000004451,tnfrsfa
ENSG00000173535,TNFRSF10C,8794,ENSDARG00000057143,nradd
ENSG00000173535,TNFRSF10C,8794,ENSDARG00000087804,tnfrsf11a
ENSG00000173535,TNFRSF10C,8794,ENSDARG00000004392,hdr
ENSG00000173535,TNFRSF10C,8794,ENSDARG00000070165,tnfrsf1b
ENSG00000144021,CIAO1,9391,ENSDARG00000059212,ciao1
ENSG00000177169,ULK1,8408,ENSDARG00000074481,ulk1b
ENSG00000182890,GLUD2,2747,ENSDARG00000101074,glud1b
ENSG00000182890,GLUD2,2747,ENSDARG00000008816,glud1a
ENSG00000144228,SPOPL,339745,ENSDARG00000003974,spoplb
ENSG00000144228,SPOPL,339745,ENSDARG00000010563,spopla
ENSG00000137818,RPLP1,6176,ENSDARG00000021864,rplp1
ENSG00000071462,BUD23,114049,ENSDARG00000063596,bud23
ENSG00000166557,TMED3,23423,ENSDARG00000028816,tmed3
ENSG00000119147,ECRG4,84417,ENSDARG00000088717,ecrg4b
ENSG00000016490,CLCA1,1179,ENSDARG00000016290,clca1
ENSG00000016490,CLCA1,1179,ENSDARG00000100941,clca1
ENSG00000016490,CLCA1,1179,ENSDARG00000086498,si:ch211-116o3.3
ENSG00000016490,CLCA1,1179,ENSDARG00000099606,clca5.1
ENSG00000160325,CACFD1,11094,ENSDARG00000090818,CACFD1
ENSG00000125730,C3,718,ENSDARG00000053462,c3a.5
ENSG00000125730,C3,718,ENSDARG00000001818,c3b.2
ENSG00000125730,C3,718,ENSDARG00000012694,c3a.1
ENSG00000125730,C3,718,ENSDARG00000093068,c3b.1
ENSG00000125730,C3,718,ENSDARG00000087359,c3a.2
ENSG00000125730,C3,718,ENSDARG00000052207,c3a.3
ENSG00000084092,NOA1,84273,ENSDARG00000102934,noa1
ENSG00000073584,SMARCE1,6605,ENSDARG00000016871,smarce1
ENSG00000137463,MGARP,84709,ENSDARG00000071353,MGARP
ENSG00000088038,CNOT3,4849,ENSDARG00000007135,cnot3a
ENSG00000105258,POLR2I,5438,ENSDARG00000040443,polr2i
ENSG00000154920,EME1,146956,ENSDARG00000076913,eme1
ENSG00000027697,IFNGR1,3459,ENSDARG00000067795,ifngr2
ENSG00000027697,IFNGR1,3459,ENSDARG00000100383,il10ra
ENSG00000027697,IFNGR1,3459,ENSDARG00000074771,ifngr1
ENSG00000131236,CAP1,10487,ENSDARG00000016350,cap1
ENSG00000139835,GRTP1,79774,ENSDARG00000030269,grtp1b
ENSG00000151338,MIPOL1,145282,ENSDARG00000104845,mipol1
ENSG00000111361,EIF2B1,1967,ENSDARG00000091402,eif2b1
ENSG00000163071,SPATA18,132671,ENSDARG00000052343,spata18
ENSG00000196511,TPK1,27010,ENSDARG00000038040,tpk1
ENSG00000137834,SMAD6,4091,ENSDARG00000053209,smad6a
ENSG00000105989,WNT2,7472,ENSDARG00000041117,wnt2
ENSG00000196968,FUT11,170384,ENSDARG00000102402,fut11
ENSG00000283900,TPTEP2-CSNK1E,102800317,ENSDARG00000045150,csnk1e
ENSG00000109762,SNX25,83891,ENSDARG00000099545,snx25
ENSG00000168246,UBTD2,92181,ENSDARG00000069184,ubtd2
ENSG00000106771,TMEM245,23731,ENSDARG00000070455,tmem245
ENSG00000156110,ADK,132,ENSDARG00000095947,adkb
ENSG00000147246,HTR2C,3358,ENSDARG00000018228,htr2cl1
ENSG00000073756,PTGS2,5743,ENSDARG00000010276,ptgs2b
ENSG00000100351,GRAP2,9402,ENSDARG00000101169,grap2b
ENSG00000100351,GRAP2,9402,ENSDARG00000006468,grap2a
ENSG00000197548,ATG7,10533,ENSDARG00000102893,atg7
